white_elo,black_elo,result,time_control,opening_moves,eco_code,opening_name,avg_elo,rating_group
1355,1261,black,1200+0,e4 d5 exd5 Qxd5 Nc3 Qe5+ Nce2 Nc6 Nf3 Qe4,B01,Scandinavian Defense: Mieses-Kotroc Variation,1308,intermediate
1469,1603,black,360+4,e4 f5 e5 d6 d4 dxe5 dxe5 Nc6 Nc3 Nxe5,B00,Duras Gambit,1536,intermediate
1401,1531,white,600+0,Nf3 Nc6 Nc3 e5 d4 exd4 Nxd4 Nxd4 Qxd4 Nf6,A04,Zukertort Opening: Black Mustang Defense,1466,intermediate
1684,1650,black,60+0,d4 e6 Bf4 d5 Nc3 Nf6 Nb5 Na6 e3 Bb4+,A40,Horwitz Defense,1667,advanced
1297,1319,white,360+3,d4 d5 Nf3 Bg4 e3 e6 Nc3 Bb4 Bd2 Bxc3,D02,Queen's Pawn Game: Zukertort Variation,1308,intermediate
1550,1582,white,300+0,e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 Be2 Nf6,C61,Ruy Lopez: Bird Variation,1566,intermediate
1508,1582,black,300+3,e4 d5 e5 e6 f3 Bc5 Ne2 Qe7 d3 Nc6,B01,Scandinavian Defense,1545,intermediate
1461,1063,white,480+1,e4 d5 e5 f6 d4 fxe5 dxe5 e6 f4 g5,B01,Scandinavian Defense,1262,novice
1707,1737,white,720+0,e4 c5 f4 g6 Nf3 Bg7 Bc4 a6 O-O b5,B21,Sicilian Defense: McDonnell Attack,1722,advanced
1683,1534,white,300+8,e4 e5 Nf3 Nf6 Nxe5 Qe7 Nf3 Nxe4 Be2 Qc5,C42,Petrov's Defense,1608,advanced
1473,1375,white,60+0,Nf3 d6 e4 e5 d4 b6 dxe5 dxe5 Qxd8+ Kxd8,A04,Zukertort Opening: Pirc Invitation,1424,intermediate
1629,1585,black,240+0,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 d6 Be3 g6,B32,Sicilian Defense: Open,1607,advanced
1801,1777,white,180+4,f4 c6 Nf3 d5 e3 Nf6 c3 e6 d4 Be7,A02,Bird Opening,1789,advanced
1601,1612,black,600+0,e4 e6 Bc4 c6 d3 d5 exd5 cxd5 Bb3 Nf6,C00,French Defense,1606,advanced
1214,1449,black,180+5,d4 Nf6 Nf3 b6 c4 d5 Nc3 dxc4 e4 Bb7,A47,Pseudo Queen's Indian Defense,1331,intermediate
1819,1889,white,180+0,e4 Nf6 Nc3 d5 exd5 Nxd5 Nxd5 Qxd5 Nf3 Nc6,B02,Alekhine Defense: Scandinavian Variation,1854,advanced
1602,1591,white,300+3,e4 d5 exd5 e6 dxe6 Bxe6 Nf3 Bc5 d4 Bb6,B01,Scandinavian Defense,1596,intermediate
1224,1431,black,60+12,e4 e5 Nf3 Nc6 Bb5 d6 c3 Bd7 Qb3 h6,C62,Ruy Lopez: Steinitz Defense,1327,intermediate
1737,1681,white,300+3,c4 d5 cxd5 Qxd5 Nc3 Qa5 e3 Nf6 a3 e5,A10,"English Opening: Anglo-Scandinavian Defense, Malvinas Variation",1709,advanced
1693,1441,white,180+0,d4 d5 Nc3 Nf6 Bf4 a6 Be5 Nc6 Bxf6 gxf6,D01,Rapport-Jobava System,1567,intermediate
1591,1718,black,300+8,e4 e6 e5 d6 f4 dxe5 fxe5 Nc6 Nf3 Nd4,C00,French Defense: Steinitz Attack,1654,advanced
1481,1360,white,60+0,Nc3 d5 e4 e6 exd5 exd5 d4 c6 Nf3 g6,A00,Van Geet Opening,1420,intermediate
1522,1702,black,180+5,d4 g6 c4 Bg7 Nc3 Nc6 e3 a6 Nf3 d6,A40,Queen's Pawn Game: Modern Defense,1612,advanced
1505,1459,black,120+2,e4 c6 d4 d5 exd5 cxd5 Nf3 Bg4 h3 Bh5,B13,Caro-Kann Defense: Exchange Variation,1482,intermediate
1654,1949,black,900+0,e4 e6 d4 d5 e5 c5 c3 Qb6 Nf3 Nc6,C02,French Defense: Advance Variation,1801,advanced
1104,1600,black,300+8,d4 d5 c4 dxc4 e3 b5 Nf3 Bg4 a4 Bxf3,D20,Queen's Gambit Accepted: Old Variation,1352,intermediate
1288,1454,black,180+5,Nf3 d5 d4 Nc6 e3 f6 Bd3 e5 dxe5 fxe5,A06,Zukertort Opening,1371,intermediate
1611,1462,black,360+4,d4 d5 f4 f5 Nf3 Nf6 e3 e6 Bd3 Bd6,D00,Queen's Pawn Game: Mason Attack,1536,intermediate
1640,1559,black,420+8,e4 c5 Bc4 e6 f4 d5 exd5 exd5 Be2 Nc6,B20,Sicilian Defense: Bowdler Attack,1599,intermediate
1482,1554,white,600+0,e4 e5 Nf3 d5 exd5 Qxd5 Nc3 Qe6 Bb5+ c6,C40,Elephant Gambit,1518,intermediate
1427,1513,black,60+10,d4 b5 e4 b4 e5 Bb7 d5 g6 b3 Bg7,A40,Polish Defense,1470,intermediate
1059,1498,black,900+10,f4 b6 f5 Bb7 e3 b5 c3 h5 Qb3 e6,A02,Bird Opening,1278,novice
1543,1342,white,300+8,g3 d5 Bg2 Nf6 Nf3 e6 O-O c5 b3 Bd6,A00,Hungarian Opening,1442,intermediate
1672,1441,white,420+2,e4 e5 Nf3 Nc6 Nc3 Bc5 Bc4 Nf6 d3 Ng4,C46,Three Knights Opening,1556,intermediate
2043,1885,white,60+0,d4 d5 Nf3 Nf6 e3 Bg4 b3 e6 Bb2 c5,D04,Queen's Pawn Game: Colle System,1964,expert
1590,1770,black,600+0,e4 d5 exd5 Nc6 Nc3 Nb4 Bc4 Nf6 Bb3 Nbxd5,B01,Scandinavian Defense,1680,advanced
1426,1097,white,420+2,e4 e5 Nf3 Nf6 d3 Nc6 c3 Bd6 Nbd2 O-O,C42,Petrov's Defense,1261,novice
1542,1463,white,300+8,e4 e6 Nf3 c5 Bc4 Nc6 c3 a6 d4 cxd4,C00,French Defense: Knight Variation,1502,intermediate
1924,1346,white,60+0,e4 d5 exd5 Qxd5 Nf3 Qe6+ Be2 g6 O-O Bg7,B01,Scandinavian Defense: Mieses-Kotroc Variation,1635,advanced
1623,1616,black,600+0,e3 d5 d4 Nf6 c4 Ne4 Nf3 Bg4 Be2 Bxf3,A00,Van't Kruijs Opening,1619,advanced
1678,1498,white,1200+8,d4 d5 e4 dxe4 Nc3 e6 Nxe4 Nf6 Nxf6+ Qxf6,D00,Blackmar-Diemer Gambit,1588,intermediate
1527,1197,white,300+8,e4 e5 Bc4 Nc6 Nc3 Nf6 Nf3 a6 Ng5 Rg8,C23,Bishop's Opening,1362,intermediate
1309,1316,black,360+3,d4 d5 Nf3 e6 e3 c6 Nc3 g6 Bd2 Bg7,D02,Queen's Pawn Game: Zukertort Variation,1312,intermediate
1561,1472,black,300+0,e4 e6 Bc4 b6 d4 Bb7 d5 Bb4+ c3 Bc5,C00,French Defense,1516,intermediate
1531,1500,black,840+4,d4 d5 Nf3 e6 Nc3 Nf6 Qd3 Be7 e4 dxe4,D02,Queen's Pawn Game: Zukertort Variation,1515,intermediate
1583,1655,white,540+3,c4 f5 e3 Nf6 d4 e6 Nc3 Bb4 Bd2 O-O,A10,English Opening: Anglo-Dutch Defense,1619,advanced
1580,1613,white,300+3,e4 c5 d3 Nc6 f4 d6 Be2 f5 Nc3 Nf6,B20,Sicilian Defense,1596,intermediate
1436,1217,black,60+12,e4 g6 d4 c6 Nf3 b5 Bd2 Bg7 e5 Nh6,B06,Modern Defense,1326,intermediate
1925,1879,white,60+0,d4 d5 c4 Nf6 cxd5 Nxd5 e4 Nb6 Nf3 e6,D06,Queen's Gambit Declined: Marshall Defense,1902,expert
1498,1462,white,540+7,e4 e5 Nf3 Nc6 Bc4 h6 d3 Bc5 a3 Nf6,C50,Italian Game: Anti-Fried Liver Defense,1480,intermediate
1604,1654,black,1200+5,e4 e5 Bc4 Nc6 Nf3 Bc5 d4 exd4 Ng5 Ne5,C23,Bishop's Opening,1629,advanced
1488,1345,white,60+0,e4 d5 d4 e6 exd5 exd5 Nc3 c6 Nf3 h6,B01,Scandinavian Defense,1416,intermediate
1746,1841,white,420+0,c4 e6 e3 d5 cxd5 exd5 Nf3 Nf6 a3 c6,A13,English Opening: Agincourt Defense,1793,advanced
1889,1193,white,300+13,e4 e5 Nf3 Nc6 Nc3 h6 Bc4 a6 a3 Nf6,C46,Three Knights Opening,1541,intermediate
1506,1685,black,900+1,e4 c5 Bc4 Nc6 c3 e6 Nf3 d5 exd5 exd5,B20,Sicilian Defense: Bowdler Attack,1595,intermediate
1844,1767,white,180+4,e4 c6 Nc3 d5 Qf3 dxe4 Nxe4 Nf6 Bc4 Bg4,B10,Caro-Kann Defense: Goldman Variation,1805,advanced
1495,1333,white,60+0,e4 d5 d4 e6 Nc3 dxe4 Nxe4 g6 Nf3 h6,B01,Scandinavian Defense,1414,intermediate
1647,1874,white,300+8,e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 d6 d4 a6,C48,Four Knights Game: Spanish Variation,1760,advanced
1759,1853,black,180+4,d4 d5 c4 e5 Nc3 exd4 Qxd4 Nc6 Qxd5 Be6,D08,Queen's Gambit Declined: Albin Countergambit,1806,advanced
1415,1493,white,660+11,Nf3 d5 d4 Nc6 e3 e6 Bd3 Bd6 Nc3 Nf6,A06,Zukertort Opening,1454,intermediate
1811,1665,white,120+0,g3 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 Nf6,A00,Hungarian Opening: Reversed Alekhine,1738,advanced
1731,1754,white,480+8,d4 d5 Nf3 e6 g3 h6 Bg2 c5 c3 c4,D02,Queen's Pawn Game: Zukertort Variation,1742,advanced
1390,1554,black,600+5,b3 e5 Bb2 Nc6 e4 Nf6 d3 Bc5 g3 d6,A01,Nimzo-Larsen Attack: Modern Variation,1472,intermediate
1869,1936,black,60+0,d4 Nf6 c4 e6 Nc3 Bb4 Bg5 O-O a3 Bxc3+,E30,Nimzo-Indian Defense: Leningrad Variation,1902,expert
1654,1758,white,300+5,e4 e6 d4 d5 exd5 exd5 Bd3 Nf6 h3 Bd6,C01,French Defense: Exchange Variation,1706,advanced
1324,1579,white,900+1,e4 e5 d4 Nc6 d5 Nd4 Nf3 Nxf3+ Qxf3 Nf6,C20,Center Game,1451,intermediate
1501,1322,white,60+0,Nf3 d5 e4 e6 e5 Nc6 d4 g6 c3 Bg7,A06,Zukertort Opening,1411,intermediate
1441,1641,black,300+8,e4 e5 d4 d6 Nf3 Nc6 d5 Nce7 Nc3 Ng6,C20,Center Game,1541,intermediate
1946,1860,white,60+0,c4 e5 Nc3 Bc5 g3 d6 Bg2 c6 a3 a6,A21,"English Opening: King's English Variation, Reversed Sicilian",1903,expert
1492,1379,black,120+2,e4 e5 Nf3 d6 Bc4 Bg4 h3 Bh5 O-O h6,C41,Philidor Defense,1435,intermediate
1679,1436,black,420+2,d4 d5 c4 e5 cxd5 Qxd5 Nc3 Qxd4 Qxd4 exd4,D08,Queen's Gambit Declined: Albin Countergambit,1557,intermediate
1466,1383,white,360+0,e4 e5 d4 Qe7 dxe5 Qxe5 Nc3 Be7 Nf3 Qa5,C20,Center Game,1424,intermediate
1530,1465,black,300+8,e4 c5 Bc4 b6 Qf3 e6 e5 Nc6 Bb5 Bb7,B20,Sicilian Defense: Bowdler Attack,1497,intermediate
1592,1627,black,300+3,e4 e5 d3 Nf6 Ne2 h6 Ng3 Bc5 f4 d6,C20,King's Pawn Game: Leonardis Variation,1609,advanced
1282,1460,black,180+5,Nf3 d5 d4 e6 Nc3 c5 dxc5 Bxc5 e3 Nf6,A06,Zukertort Opening,1371,intermediate
1521,1694,black,180+0,b4 f5 Bb2 e6 g3 Nf6 b5 d5 e3 c6,A00,Polish Opening: Dutch Defense,1607,advanced
1939,1751,white,180+4,e4 c6 Nf3 d5 exd5 cxd5 d4 Nf6 Bd3 e6,B10,Caro-Kann Defense,1845,advanced
1851,1956,draw,60+0,d4 d5 c4 dxc4 Nc3 c6 a4 Bf5 e4 Bg6,D20,Queen's Gambit Accepted,1903,expert
1890,1193,white,300+13,e4 Nc6 Nf3 Nf6 Nc3 d5 exd5 Nxd5 Nxd5 Qxd5,B00,Nimzowitsch Defense: Declined Variation,1541,intermediate
1248,1470,black,120+2,e4 c5 Nf3 Nc6 Bc4 e5 d3 g6 Be3 Bg7,B30,Sicilian Defense: Old Sicilian,1359,intermediate
1480,1296,white,660+11,e4 d5 exd5 Qxd5 Nc3 Qe5+ Be2 Nc6 Nf3 Qf4,B01,Scandinavian Defense: Mieses-Kotroc Variation,1388,intermediate
1584,1731,white,300+8,e4 c5 e5 d6 f4 dxe5 fxe5 e6 Nf3 b6,B20,Sicilian Defense,1657,advanced
1412,1437,draw,300+0,d4 d5 c4 c6 e3 Nf6 Nc3 Nbd7 Nf3 e6,D10,Slav Defense,1424,intermediate
1500,1287,black,360+2,e4 e5 Bc4 Nf6 d3 c6 a4 d5 exd5 cxd5,C24,Bishop's Opening: Paulsen Defense,1393,intermediate
1242,1499,black,120+2,e4 d5 d3 dxe4 dxe4 Qxd1+ Kxd1 Nc6 Nc3 Nf6,B01,Scandinavian Defense,1370,intermediate
1501,1651,black,180+16,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Qc7 Nxc6 bxc6,B32,Sicilian Defense: Flohr Variation,1576,intermediate
1658,1544,white,120+0,d4 e5 dxe5 Be7 Nc3 d6 Nf3 dxe5 Qxd8+ Bxd8,A40,Englund Gambit,1601,advanced
1952,1854,black,60+0,e4 e5 Nf3 Nc6 Bb5 Bc5 Nc3 d6 O-O a6,C64,Ruy Lopez: Classical Variation,1903,expert
1500,1394,white,120+2,e4 e5 Nf3 d6 d4 exd4 Nxd4 h6 Nc3 c6,C41,Philidor Defense: Exchange Variation,1447,intermediate
1546,1374,black,360+0,e4 e5 Nf3 Nf6 Nc3 Bb4 Nxe5 Bxc3 dxc3 Qe7,C42,Petrov's Defense: Three Knights Game,1460,intermediate
1500,1402,white,180+0,d4 d5 Nc3 Nf6 Bf4 a6 Be5 e6 Bxf6 Qxf6,D01,Rapport-Jobava System,1451,intermediate
1672,1745,white,60+0,d4 Nf6 Bg5 c5 Bxf6 gxf6 e4 Qb6 dxc5 Qxb2,A45,Trompowsky Attack,1708,advanced
1507,1221,black,60+0,e4 f5 d4 Nf6 exf5 d5 Nc3 Bxf5 Nf3 e6,B00,Duras Gambit,1364,intermediate
1441,1217,draw,480+0,e3 d5 d4 e6 Nc3 c5 dxc5 Bxc5 b3 Bb4,A00,Van't Kruijs Opening,1329,intermediate
1761,1656,white,300+3,c4 e5 e3 f5 Nc3 Nf6 a3 Be7 b4 O-O,A20,English Opening: King's English Variation,1708,advanced
1083,1430,white,420+2,d4 e6 c4 d6 Nc3 c6 e4 d5 Nf3 Bb4,A40,Horwitz Defense,1256,novice
1313,1206,white,300+8,e4 e6 Nc3 d5 Qf3 Be7 d4 Nf6 e5 Ne4,C00,French Defense: Queen's Knight,1259,novice
1618,1562,white,120+0,e4 c6 d4 d5 exd5 cxd5 c3 Nf6 Bd3 Bg4,B13,Caro-Kann Defense: Exchange Variation,1590,intermediate
1405,1550,white,-,d4 d5 Nc3 Nf6 Nf3 Nc6 Ne5 Ne4 f3 f6,D00,Queen's Pawn Game: Chigorin Variation,1477,intermediate
1525,1237,black,120+2,d4 d5 Nf3 Nf6 Nc3 Bf5 Bg5 e6 e3 Be7,D02,Queen's Pawn Game: Symmetrical Variation,1381,intermediate
1790,1599,white,300+8,e4 e5 Nf3 d6 Bc4 f5 d3 f4 O-O Nf6,C41,Philidor Defense: Lopez Countergambit,1694,advanced
1685,1731,black,60+0,d4 Nf6 Bg5 c5 Bxf6 gxf6 d5 Qb6 e4 d6,A45,Trompowsky Attack,1708,advanced
1673,1739,black,240+3,e4 b6 d4 Bb7 Bd3 e6 c3 Nf6 Nf3 Bxe4,B00,Owen Defense,1706,advanced
1279,1548,black,300+8,e4 d5 exd5 Qxd5 Nf3 e5 d3 Bd6 Nc3 Qe6,B01,Scandinavian Defense: Mieses-Kotroc Variation,1413,intermediate
1508,1724,black,540+7,e4 e5 Nf3 d6 Bc4 Bg4 h3 Bh5 g4 Bg6,C41,Philidor Defense,1616,advanced
1868,1937,black,60+0,d4 Nf6 c4 d6 Nc3 g6 Nf3 Bg7 Bg5 O-O,A53,Old Indian Defense,1902,expert
1542,1595,white,900+12,e4 f5 exf5 Nf6 Be2 d5 Bh5+ Nxh5 Qxh5+ Kd7,B00,Duras Gambit,1568,intermediate
1825,1741,white,60+0,d4 e6 c4 Nf6 Nc3 Bb4 Nf3 c5 d5 exd5,A40,Horwitz Defense,1783,advanced
1458,1719,white,720+0,d4 d5 e4 dxe4 f3 exf3 Nxf3 Nf6 Bd3 Bg4,D00,Blackmar-Diemer Gambit: Blackmar Gambit,1588,intermediate
1855,1664,black,300+8,e4 e5 Bc4 Nc6 Nf3 Bc5 Ng5 Qxg5 Qf3 Qe7,C23,Bishop's Opening,1759,advanced
1676,1666,white,60+0,d4 d5 Bf4 e6 Nc3 Be7 Nb5 Nf6 Nxc7+ Kf8,D00,Queen's Pawn Game: Accelerated London System,1671,advanced
1510,1560,white,600+5,e4 e5 d4 Nc6 d5 Nd4 c3 Bc5 cxd4 Bxd4,C20,Center Game,1535,intermediate
1322,1196,black,360+2,e4 e5 Nc3 Nc6 Bb5 Bb4 Bxc6 dxc6 Nf3 Bxc3,C25,Vienna Game: Max Lange Defense,1259,novice
1658,1494,white,180+16,e4 c5 g3 Nc6 Bg2 e5 Nf3 Nf6 Nc3 a6,B20,Sicilian Defense: Lasker-Dunne Attack,1576,intermediate
1594,1500,white,300+8,e4 e5 d3 g5 Nh3 f6 d4 exd4 Qxd4 Bg7,C20,King's Pawn Game: Leonardis Variation,1547,intermediate
1718,1464,white,300+3,b3 e5 Bb2 d6 c4 b6 Nc3 Bb7 Nf3 Nc6,A01,Nimzo-Larsen Attack: Modern Variation,1591,intermediate
1670,1667,black,180+0,e4 c5 Nf3 Nc6 Bc4 e6 d4 cxd4 Nxd4 b6,B30,Sicilian Defense: Old Sicilian,1668,advanced
1322,1626,black,300+8,e4 e5 Qh5 d6 Bc4 Nh6 d3 Bg4 Bg5 Bxh5,C20,King's Pawn Game: Wayward Queen Attack,1474,intermediate
1947,1859,draw,60+0,d4 d5 Nf3 c6 c4 Nf6 Bg5 e6 e3 Be7,D02,Queen's Pawn Game: Zukertort Variation,1903,expert
1687,1677,white,480+2,e4 e5 Nf3 Nc6 Bc4 Bc5 Nc3 h6 d3 d6,C50,Italian Game: Giuoco Piano,1682,advanced
1417,1565,black,300+5,d4 Nf6 c4 e6 a3 d5 e3 c5 Nf3 Nc6,A50,Indian Defense: Normal Variation,1491,intermediate
1686,1655,black,60+0,d4 d5 Bf4 c6 Nc3 g6 e3 Bg7 Nh3 Nf6,D00,Queen's Pawn Game: Accelerated London System,1670,advanced
1807,1732,black,60+0,e4 e6 Nf3 d5 Nc3 Nf6 e5 Nfd7 d4 c5,C00,French Defense: Two Knights Variation,1769,advanced
1546,1413,white,300+0,e4 e5 Nc3 Nf6 d3 Bb4 Bd2 Nc6 Nf3 Bxc3,C26,Vienna Game: Falkbeer Variation,1479,intermediate
1791,1834,white,60+0,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 Nc3 c5,C00,French Defense: Knight Variation,1812,advanced
1345,1556,black,480+8,e4 e5 Nf3 d6 d4 Bg4 dxe5 Bxf3 Qxf3 dxe5,C41,Philidor Defense,1450,intermediate
1858,1516,white,900+8,e4 e5 Nf3 Nc6 Bc4 h6 d4 Qf6 Nc3 exd4,C50,Italian Game: Anti-Fried Liver Defense,1687,advanced
1629,1411,white,120+2,e4 e5 Nf3 d6 d4 exd4 Nxd4 Nf6 Nc3 Bg4,C41,Philidor Defense: Exchange Variation,1520,intermediate
1811,1808,white,300+3,e4 c6 d4 d5 exd5 cxd5 c4 Nf6 Nc3 g6,B14,"Caro-Kann Defense: Panov Attack, Fianchetto Defense",1809,advanced
1192,1500,white,900+10,e4 b6 Nf3 Bb7 Nc3 f5 d3 fxe4 dxe4 Nf6,B00,Owen Defense,1346,intermediate
1298,1107,white,360+3,d4 d5 Nf3 Nc6 e3 Nf6 Nc3 Bg4 Bd3 Bxf3,D02,Queen's Pawn Game: Chigorin Variation,1202,novice
1541,1582,draw,1140+5,e4 e5 Nf3 Nf6 Nc3 d6 Bc4 Be7 O-O Bg4,C42,Petrov's Defense: Three Knights Game,1561,intermediate
1508,1445,black,60+0,e4 d5 exd5 Qxd5 Nc3 Qd8 d3 Nc6 Be3 Nf6,B01,Scandinavian Defense: Valencian Variation,1476,intermediate
1610,1702,black,180+0,e4 Nf6 e5 Nd5 d4 d6 Nf3 Bg4 Be2 g6,B05,"Alekhine Defense: Modern Variation, Main Line",1656,advanced
1821,1803,black,60+0,d4 d6 c4 Nf6 Nc3 g6 Nf3 Bg7 g3 O-O,A41,Old Indian Defense,1812,advanced
1748,1812,white,300+3,d4 d5 Bf4 Nf6 e3 Bg4 f3 Bh5 g4 Bg6,D00,Queen's Pawn Game: Accelerated London System,1780,advanced
1862,1944,black,60+0,d4 Nf6 c4 d6 Nc3 g6 e4 Bg7 Bg5 e5,A53,Old Indian Defense,1903,expert
1927,1874,white,180+0,d4 d5 e3 c5 c3 cxd4 exd4 Bf5 Bd3 Bxd3,D00,Queen's Pawn Game,1900,expert
1585,1745,white,900+1,e4 c5 Nc3 Nc6 Bc4 Nf6 Nf3 Nxe4 Nxe4 d5,B23,"Sicilian Defense: Closed, Traditional",1665,advanced
1451,1667,black,120+0,e4 e6 Nf3 d5 Nc3 dxe4 Nxe4 Nf6 Ng3 Bd6,C00,French Defense: Two Knights Variation,1559,intermediate
1791,1799,black,60+1,e4 c6 Nf3 d5 Nc3 Bg4 d3 e6 h3 Bh5,B10,Caro-Kann Defense,1795,advanced
1600,1664,black,300+8,e4 c5 e5 e6 d4 cxd4 Qxd4 Nc6 Qc3 Bb4,B20,Sicilian Defense,1632,advanced
1890,1527,white,300+13,e4 d6 Nf3 g6 Nc3 Bg7 Bc4 Bg4 h3 Bxf3,B00,Pirc Defense,1708,advanced
1454,1166,white,420+2,e4 e5 Nf3 Nf6 Bc4 Nc6 Ng5 d5 exd5 Nd4,C42,Petrov's Defense: Italian Variation,1310,intermediate
1460,1493,white,60+0,d4 d6 e3 e6 g3 b6 f4 Bb7 Nf3 c6,A41,Queen's Pawn Game,1476,intermediate
1673,1591,white,300+8,e4 e5 Nf3 d6 g3 f5 Nc3 f4 d3 fxg3,C41,Philidor Defense,1632,advanced
1815,1810,white,60+0,e4 f6 Nf3 e6 d4 d5 exd5 exd5 Bb5+ Bd7,B00,Barnes Defense,1812,advanced
1633,1412,white,180+0,d4 f5 Nc3 Nf6 Bf4 d5 Nb5 c6 Nc7+ Kf7,A80,Dutch Defense: Raphael Variation,1522,intermediate
1375,1553,black,360+2,e4 e5 Bc4 Nf6 Nc3 c6 d3 h6 a4 Be7,C24,Bishop's Opening: Berlin Defense,1464,intermediate
1479,1474,white,60+0,e4 d5 exd5 Qxd5 Nc3 Qd8 d3 Nf6 Bd2 Nc6,B01,Scandinavian Defense: Valencian Variation,1476,intermediate
1635,1275,white,300+0,Nf3 Nc6 c4 Nf6 Nc3 e5 d3 d6 e4 Be6,A04,Zukertort Opening: Black Mustang Defense,1455,intermediate
1257,1552,black,120+2,e4 e6 d4 d5 Nc3 c5 Nf3 Qc7 Be3 Ne7,C10,French Defense: Marshall Gambit,1404,intermediate
1703,1500,black,720+0,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 Qb6,C02,"French Defense: Advance Variation, Paulsen Attack",1601,advanced
1953,1854,black,60+0,c4 e5 Nc3 Bc5 d3 d6 a3 a6 b4 Ba7,A21,"English Opening: King's English Variation, Reversed Sicilian",1903,expert
1681,1887,black,180+0,e4 e5 Bc4 d6 c3 f5 exf5 Nf6 d3 Bxf5,C23,Bishop's Opening,1784,advanced
1459,1722,white,300+3,e4 b6 d4 Bb7 Nc3 e6 f4 Qh4+ g3 Qd8,B00,Owen Defense,1590,intermediate
1946,1873,white,180+0,e4 Nf6 e5 Nd5 Nf3 d6 Bc4 Nb6 Bxf7+ Kxf7,B02,Alekhine Defense: Normal Variation,1909,expert
1695,1584,white,600+0,e4 e5 d3 Bc5 Ne2 d6 Ng3 Nc6 Be2 Qf6,C20,King's Pawn Game: Leonardis Variation,1639,advanced
1769,1530,black,300+3,c4 e5 e3 Bc5 a3 Nf6 b4 Be7 Bb2 d6,A20,English Opening: King's English Variation,1649,advanced
1811,1779,black,60+1,d4 Nf6 Nf3 c5 g3 b5 Bg2 c4 Bg5 b4,A46,Indian Defense: Spielmann-Indian,1795,advanced
1478,1637,black,120+2,e4 e5 Nf3 Nc6 Bb5 d6 h3 a6 Ba4 Nf6,C62,Ruy Lopez: Steinitz Defense,1557,intermediate
1499,1429,black,900+1,e4 e5 Bc4 h6 Qf3 f6 Qh5+ Ke7 Qf7+ Kd6,C23,Bishop's Opening,1464,intermediate
1799,1491,white,60+0,d4 e6 c3 d6 c4 Be7 Nc3 Bd7 Nf3 Nc6,A40,Horwitz Defense,1645,advanced
1523,1647,black,480+0,e4 b6 Nf3 Bb7 Bc4 Bxe4 O-O Bb7 Re1 e6,B00,Owen Defense,1585,intermediate
1617,1534,white,300+2,d4 d5 e3 e6 Bd3 c5 c3 c4 Bc2 b5,D00,Queen's Pawn Game,1575,intermediate
1868,1938,black,60+0,d4 c5 c4 cxd4 Qxd4 Nc6 Qd1 g6 Nc3 Bg7,A43,Benoni Defense: Old Benoni,1903,expert
1672,1963,black,120+0,d4 g6 Nf3 Bg7 c4 c5 d5 e6 Nc3 exd5,A40,Queen's Pawn Game: Modern Defense,1817,advanced
1466,1659,black,300+6,e4 e5 Bc4 Nf6 Nc3 Bc5 h3 O-O Nf3 Nc6,C24,Bishop's Opening: Berlin Defense,1562,intermediate
1502,1475,black,0+1,d4 c5 Nc3 Nc6 d5 e6 e4 Ne5 Nf3 Nxf3+,A43,Benoni Defense: Old Benoni,1488,intermediate
1294,1391,black,360+4,e4 e5 Nf3 Nc6 c3 d6 Bc4 Nh6 O-O Bg4,C44,Ponziani Opening,1342,intermediate
1865,1937,black,180+0,e4 e6 d4 d5 Nc3 dxe4 f3 exf3 Nxf3 Be7,C10,French Defense: Rubinstein Variation,1901,expert
1650,1892,white,180+0,e4 e5 Nf3 d6 Bc4 f5 d3 Nf6 O-O c6,C41,Philidor Defense: Lopez Countergambit,1771,advanced
1967,1803,black,60+0,d4 e6 c4 d5 Nf3 Nf6 g3 c5 Bg2 cxd4,A40,Horwitz Defense,1885,advanced
1410,1488,black,60+0,e4 d6 Nc3 e6 Nf3 b6 d4 Bb7 Be2 Be7,B00,Pirc Defense,1449,intermediate
1487,1490,white,0+1,e4 e6 f4 d5 Nf3 Nf6 e5 Nfd7 Bb5 c5,C00,French Defense: La Bourdonnais Variation,1488,intermediate
1547,1749,black,300+3,e4 c6 d4 d5 e5 Bf5 Nf3 e6 Bd3 Bxd3,B12,"Caro-Kann Defense: Advance Variation, Short Variation",1648,advanced
1694,1653,black,360+8,e4 c5 c3 Nc6 Nf3 Nf6 e5 Ng4 d4 cxd4,B22,Sicilian Defense: Alapin Variation,1673,advanced
1669,1323,white,120+0,d4 d5 Nf3 Bf5 g3 e6 Bg2 Nf6 O-O c5,D02,Queen's Pawn Game: Zukertort Variation,1496,intermediate
1761,1668,white,360+2,e4 c5 Bc4 Nc6 Qh5 e6 c3 Nf6 Qe2 d5,B20,Sicilian Defense: Bowdler Attack,1714,advanced
1947,1859,black,60+0,d4 d5 c4 Nf6 cxd5 Nxd5 e4 Nf6 Nc3 Nc6,D06,Queen's Gambit Declined: Marshall Defense,1903,expert
