white_elo,black_elo,result,time_control,opening_moves,num_opening_moves,post_opening_acpl,eco_code,opening_name,eco_line_length,avg_elo,rating_group
1754,1826,white,300+0,d4 d5 c4 c6 Nf3 Nf6 cxd5 Nxd5 e4 Nf6,10,,D11,Slav Defense: Modern Line,5,1790,advanced
1831,2205,black,60+0,d4 c6 c4 d6 Nc3 Nf6 d5 g6 e4 cxd5,10,,A40,Queen's Pawn Game: Anglo-Slav Opening,4,2018,expert
1284,1389,white,240+4,Nf3 d5 c3 Nf6 Qc2 Nc6 d4 g6 Bf4 Bf5,10,,A06,Zukertort Opening,2,1336,intermediate
1703,1834,black,60+0,e4 e6 Nc3 c6 Nf3 d5 d4 a6 e5 b5,10,,C00,French Defense: Queen's Knight,3,1768,advanced
2106,2006,black,60+0,d4 g6 c4 Bg7 Nc3 d6 e4 Nf6 h4 O-O,10,2657.87,A42,Modern Defense: Averbakh System,7,2056,expert
1423,1347,black,300+0,e4 e5 Nf3 Nc6 Bc4 Bc5 c3 a6 b4 Ba7,10,,C53,Italian Game: Classical Variation,7,1385,intermediate
1727,1798,black,60+0,e4 g6 d4 Bg7 c3 d5 Bd3 c5 e5 cxd4,10,56.93,B06,Modern Defense,4,1762,advanced
2065,2000,white,60+0,Nf3 a6 d4 b6 Bg5 Bb7 Nc3 d6 e4 Nd7,10,,A04,Zukertort Opening: St. George Defense,2,2032,expert
2101,2220,white,60+0,c4 d5 cxd5 Nf6 g3 Nxd5 Bg2 g6 Nf3 Bg7,10,,A10,"English Opening: Anglo-Scandinavian Defense, Schulz Gambit",4,2160,expert
1626,1947,black,60+0,a3 c5 c3 d5 b4 c4 d4 cxd3 e3 Nc6,10,,A00,Anderssen's Opening,1,1786,advanced
1921,1985,white,300+0,e4 d5 exd5 Qxd5 Nc3 Qa5 d4 c6 Bd2 Nf6,10,,B01,Scandinavian Defense: Main Line,6,1953,expert
1520,1434,white,480+0,e4 e5 Nf3 Qf6 Bc4 Bc5 O-O h6 Nc3 c6,10,,C40,King's Pawn Game: McConnell Defense,4,1477,intermediate
2025,2036,black,60+0,e4 g6 d4 Bg7 f4 d6 Nf3 e6 Bd3 Ne7,10,1938.68,B06,Modern Defense: Three Pawns Attack,5,2030,expert
1860,1873,white,120+0,Nf3 c5 g3 Nc6 Bg2 g6 O-O Bg7 e3 d5,10,,A04,Zukertort Opening: Sicilian Invitation,2,1866,advanced
2063,1842,white,180+0,d4 d5 c4 e6 Nc3 Nf6 Nf3 Be7 Bf4 O-O,10,,D35,Queen's Gambit Declined: Normal Defense,6,1952,expert
1932,1980,black,600+0,e4 c6 d4 d5 exd5 cxd5 Nf3 Nf6 Nc3 Bg4,10,,B13,Caro-Kann Defense: Exchange Variation,6,1956,expert
1875,2089,black,300+0,e3 e5 b3 d5 Bb2 Nd7 c4 c6 cxd5 cxd5,10,873.98,A00,Van't Kruijs Opening,1,1982,expert
1640,1551,black,60+2,d4 d5 c4 e6 Nc3 c6 cxd5 exd5 Nf3 Nf6,10,,D31,Semi-Slav Defense: Accelerated Move Order,6,1595,intermediate
1728,1822,black,600+0,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 d3 f6,10,,C68,Ruy Lopez: Exchange Variation,7,1775,advanced
1496,1623,black,600+0,e4 e5 Qh5 Nc6 Bc4 g6 Qf3 Nf6 c3 Bc5,10,1747.03,C20,King's Pawn Game: Wayward Queen Attack,3,1559,intermediate
2137,1729,white,600+0,e4 e6 g3 Ne7 Bg2 d5 exd5 Nxd5 Ne2 Be7,10,,C00,French Defense: Réti-Spielmann Attack,3,1933,expert
1166,1154,black,300+0,e4 Nc6 d4 Nf6 e5 Nd5 Nf3 e6 Bc4 Nb6,10,42.17,B00,Nimzowitsch Defense,3,1160,novice
1311,1352,white,600+0,d4 d5 Nc3 Nf6 e3 Bf5 Nf3 Nc6 Bb5 a6,10,2463.31,D00,Queen's Pawn Game: Chigorin Variation,3,1331,intermediate
1536,1759,black,300+8,d4 e6 e4 Qh4 e5 Qe4+ Be3 Nc6 Nd2 Qh4,10,,A40,Horwitz Defense,2,1647,advanced
1607,1629,black,600+0,e3 c5 b3 Nc6 Bb2 d6 Nf3 Nf6 Bc4 g6,10,,A00,Van't Kruijs Opening,1,1618,advanced
1625,1664,white,600+0,e4 c6 Nf3 d5 exd5 cxd5 d4 Bg4 c3 Bxf3,10,,B10,Caro-Kann Defense,2,1644,advanced
1613,1897,white,60+1,d4 e6 Nf3 b6 e4 Bb7 Bd3 Ne7 O-O g6,10,,A40,Horwitz Defense,2,1755,advanced
1673,1743,white,300+5,e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 d6 Bb5 Bd7,10,,B21,Sicilian Defense: Smith-Morra Gambit,3,1708,advanced
2216,1351,white,600+0,e4 e5 Nf3 d5 exd5 e4 Qe2 Qe7 Nd4 Nf6,10,2352.3,C40,Elephant Gambit: Paulsen Countergambit,6,1783,advanced
1766,1663,black,180+0,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nf3 d6,10,51.58,B32,Sicilian Defense: Löwenthal Variation,8,1714,advanced
1706,1927,black,30+0,e4 b6 Bc4 Bb7 Qf3 e6 d4 Nf6 e5 Bxf3,10,5857.47,B00,Owen Defense,2,1816,advanced
1552,1440,white,300+0,e4 e6 Bc4 d5 exd5 exd5 Bb3 a5 d4 a4,10,104.29,C00,French Defense,2,1496,intermediate
1078,1232,white,300+0,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 Nf6,10,,C45,Scotch Game,7,1155,novice
1937,1919,black,300+0,Nf3 Nf6 c4 e6 d4 c6 Nc3 d5 e3 Bb4,10,,A05,Zukertort Opening,2,1928,expert
1352,1544,black,300+0,e4 e6 Nf3 d5 exd5 exd5 Bd3 Qe7+ Be2 Nc6,10,,C00,French Defense: Knight Variation,3,1448,intermediate
1814,1694,black,30+0,e3 c6 d3 d6 Be2 g6 Bd2 Bg7 Nc3 a6,10,,A00,Van't Kruijs Opening,1,1754,advanced
1589,1768,black,300+0,g3 d5 Bg2 e5 b3 Nf6 Bb2 Nc6 Nc3 Be6,10,,A00,Hungarian Opening,1,1678,advanced
1436,1484,white,300+0,d4 b6 d5 Bb7 e4 e6 Nc3 exd5 Nxd5 Nf6,10,,A40,English Defense,2,1460,intermediate
2011,1869,black,180+0,d4 Nf6 g3 d5 Bg2 g6 c4 c6 Nc3 e6,10,,A45,Indian Defense: Tartakower Attack,3,1940,expert
1262,1327,black,240+0,e3 e5 Qf3 Nc6 Bc4 Nf6 Nc3 d5 Nxd5 Be6,10,4670.58,A00,Van't Kruijs Opening,1,1294,novice
1448,1423,white,180+0,e4 e6 Nf3 Nf6 Bc4 d5 exd5 exd5 Bd3 Bg4,10,,C00,French Defense: Knight Variation,3,1435,intermediate
2111,1994,white,30+0,e4 c5 Nf3 d6 d4 cxd4 Nxd4 g6 Nb3 Bg7,10,,B54,"Sicilian Defense: Dragon Variation, Accelerated Dragon",8,2052,expert
1770,1391,white,120+1,d4 Nf6 c4 e6 Nf3 c5 e3 h6 b3 b6,10,,E10,Indian Defense: Anti-Nimzo-Indian,5,1580,intermediate
1699,1735,white,0+1,e4 d5 exd5 Qxd5 Nf3 Qe6+ Be2 Nc6 O-O Bd7,10,,B01,Scandinavian Defense: Mieses-Kotroc Variation,4,1717,advanced
1552,1614,white,60+0,d3 d5 e4 dxe4 dxe4 Qxd1+ Kxd1 Nf6 f3 Nc6,10,,A00,Mieses Opening,1,1583,intermediate
1639,1749,black,60+0,e4 d5 exd5 Qxd5 Nc3 Qd8 Nf3 c6 d3 Nf6,10,,B01,Scandinavian Defense: Valencian Variation,6,1694,advanced
1856,1899,white,300+3,d4 Nf6 c4 e5 dxe5 Ng4 Nf3 d6 exd6 Bxd6,10,,A52,"Indian Defense: Budapest Defense, Adler Variation",7,1877,advanced
1828,1681,white,360+0,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nxc6 bxc6,10,,B33,Sicilian Defense: Open,8,1754,advanced
1428,1862,black,240+0,e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Bb4 d3 O-O,10,,C47,Four Knights Game: Italian Variation,7,1645,advanced
1472,1659,black,720+0,e4 d5 exd5 Qxd5 Nf3 a6 Be2 h6 O-O Bf5,10,,B01,Scandinavian Defense: Mieses-Kotroc Variation,4,1565,intermediate
1342,1328,black,600+0,e4 e5 d3 g6 h3 Nf6 Be2 Bg7 Bf3 Nc6,10,,C20,King's Pawn Game: Leonardis Variation,3,1335,intermediate
2052,2175,black,600+0,e4 c6 Nf3 d5 Nc3 d4 Ne2 c5 d3 Nc6,10,,B10,Caro-Kann Defense,2,2113,expert
1463,1464,white,600+0,d4 d5 c4 c6 e3 dxc4 Bxc4 b5 Bd3 Nf6,10,,D10,Slav Defense,4,1463,intermediate
1394,1540,white,120+0,e4 c5 d4 cxd4 Qxd4 Nc6 Qd1 g6 Nc3 Bg7,10,,B21,Sicilian Defense: Smith-Morra Gambit,3,1467,intermediate
2099,2167,black,180+0,d4 d6 e4 Nf6 Bd3 e5 dxe5 dxe5 Nf3 Bd6,10,,A41,Queen's Pawn Game,2,2133,expert
1631,1670,black,480+5,d4 d5 c4 Bf5 Nc3 Nf6 Bf4 e6 Nb5 Bd6,10,,D06,Queen's Gambit Declined: Baltic Defense,4,1650,advanced
2064,2120,black,60+1,e4 d5 exd5 Qxd5 Nc3 Qd6 Nf3 Bf5 d4 e6,10,,B01,Scandinavian Defense: Gubinsky-Melts Defense,6,2092,expert
2091,2002,white,60+0,Nf3 g6 g3 Bg7 Bg2 e6 O-O Ne7 c4 O-O,10,,A04,Zukertort Opening: Kingside Fianchetto,2,2046,expert
1700,1753,white,300+3,d4 d5 c4 Nf6 Nc3 Nc6 Nf3 Bg4 e3 dxc4,10,,D06,Queen's Gambit Declined: Marshall Defense,4,1726,advanced
1901,1954,black,60+0,d4 c6 Bf4 d5 Nf3 Bg4 Ne5 Bh5 Nd2 Nf6,10,,A40,Queen's Pawn Game,1,1927,expert
1351,1315,white,480+8,d4 d5 c4 c6 c5 e6 e3 Nf6 Nf3 b6,10,,D10,Slav Defense,4,1333,intermediate
2135,1940,white,180+2,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O,10,,E90,"King's Indian Defense: Normal Variation, Rare Defenses",9,2037,expert
1741,1740,black,600+5,e4 e5 Nf3 Nf6 Nc3 Bb4 a3 Bxc3 dxc3 O-O,10,,C42,Petrov's Defense: Three Knights Game,5,1740,advanced
2197,2189,white,30+0,d4 c5 d5 Nf6 Nc3 e5 e4 d6 Nf3 Bg4,10,,A43,Benoni Defense: Benoni-Indian Defense,4,2193,expert
1248,1086,white,300+0,e4 d6 Nf3 e6 Nc3 f6 Bb5+ c6 Bd3 b6,10,,B00,Pirc Defense,2,1167,novice
1560,1687,black,180+2,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 c3 Nf6,10,,C45,Scotch Game: Classical Variation,8,1623,advanced
1430,1448,black,180+0,e4 e5 Nf3 d6 Bc4 Qe7 Nc3 c6 Ne2 Be6,10,,C41,Philidor Defense,5,1439,intermediate
1500,1377,black,60+1,e4 c6 Nf3 d5 exd5 cxd5 Nc3 e6 d4 Nc6,10,7255.79,B10,Caro-Kann Defense,2,1438,intermediate
2307,2032,white,60+0,d4 d5 c4 e6 Nc3 Nf6 cxd5 exd5 Bg5 c6,10,,D35,Queen's Gambit Declined: Normal Defense,6,2169,expert
1623,1648,black,240+5,d4 Nf6 h3 g6 Nf3 Bg7 c3 d5 Bf4 Nbd7,10,1798.83,A45,Indian Defense,2,1635,advanced
1753,1771,white,180+0,e4 e5 Nc3 Bc5 d3 Nf6 Bd2 d6 h3 Nc6,10,,C25,Vienna Game: Anderssen Defense,4,1762,advanced
1047,1076,black,300+20,e4 e5 Qh5 Qe7 Bc4 Nf6 Qe2 Nc6 b3 Nd4,10,,C20,King's Pawn Game: Wayward Queen Attack,3,1061,novice
1937,2271,black,60+0,e3 c5 b3 d5 Bb2 Nc6 a4 Nf6 a5 d4,10,,A00,Van't Kruijs Opening,1,2104,expert
2027,1776,white,60+0,c4 e6 Nc3 b6 Nf3 Bb7 g3 Bb4 Bg2 Bxc3,10,,A13,English Opening: Agincourt Defense,2,1901,expert
1501,1645,black,840+0,b3 e5 e4 Bc5 Bc4 Nf6 Bb2 Nc6 Nf3 Ng4,10,,A01,Nimzo-Larsen Attack: Modern Variation,2,1573,intermediate
1739,1697,black,60+0,d4 e6 Nc3 c5 e4 cxd4 Qxd4 Nc6 Qd3 d5,10,,A40,Horwitz Defense,2,1718,advanced
1336,1356,black,120+0,e4 c5 Nf3 a6 Nc3 Nc6 d4 cxd4 Nxd4 Nxd4,10,,B28,"Sicilian Defense: O'Kelly Variation, Yerevan System",5,1346,intermediate
1856,1612,black,180+0,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nc6 Nxc6 bxc6,10,,B50,Sicilian Defense,6,1734,advanced
1454,1366,white,300+0,d4 d5 c4 e6 Nc3 dxc4 Nf3 Nf6 Bg5 c5,10,2695.34,D31,Queen's Gambit Declined: Queen's Knight Variation,5,1410,intermediate
1413,1580,white,120+2,e4 e5 Bc4 Nc6 d3 b6 Nc3 Bb7 Nd5 Nf6,10,,C23,Bishop's Opening,3,1496,intermediate
1916,1950,black,180+0,e4 d5 exd5 c6 dxc6 Nxc6 Bb5 Nf6 Nf3 Bg4,10,,B01,Scandinavian Defense: Blackburne Gambit,6,1933,expert
1734,1408,black,180+0,e4 e5 Nf3 Nc6 Bb5 Nf6 d3 Be7 Ba4 O-O,10,,C65,"Ruy Lopez: Berlin Defense, Anti-Berlin Variation",7,1571,intermediate
1510,2231,black,180+3,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nxc6 bxc6,10,,B44,Sicilian Defense: Taimanov Variation,8,1870,advanced
1124,1321,black,300+0,Nc3 e5 d4 exd4 Qxd4 Nc6 Qe4+ Be7 Nf3 Nf6,10,,A00,Van Geet Opening: Reversed Nimzowitsch,2,1222,novice
1663,1832,white,300+0,d4 d5 e3 Bf5 Nf3 e6 h3 Bd6 Bd3 Bg6,10,,D00,Queen's Pawn Game,3,1747,advanced
1861,2142,white,300+0,e4 e6 d4 d5 exd5 exd5 Nf3 Nf6 Be2 Be7,10,,C01,French Defense: Exchange Variation,7,2001,expert
1804,1740,white,300+0,d4 d5 Nf3 Nc6 e3 Nf6 Be2 Bg4 O-O Qd7,10,,D02,Queen's Pawn Game: Chigorin Variation,4,1772,advanced
1570,1481,black,300+0,e4 Nf6 d4 e6 e5 Nd5 Bc4 c6 Bxd5 cxd5,10,,B02,Alekhine Defense,2,1525,intermediate
1890,2037,black,60+0,d4 e6 Bf4 c5 e3 cxd4 exd4 d5 c3 Bd6,10,,A40,Horwitz Defense,2,1963,expert
1769,1751,white,600+0,e4 c6 Nf3 d5 exd5 cxd5 d4 a6 Nc3 Bg4,10,,B10,Caro-Kann Defense,2,1760,advanced
1906,1770,white,30+0,c4 b6 Nc3 Bb7 d3 d6 e4 e6 g3 Nd7,10,,A10,English Opening,1,1838,advanced
1299,926,white,600+0,e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 a6 d3 b5,10,,C47,Four Knights Game: Italian Variation,7,1112,novice
1719,1647,black,600+0,e4 g6 Nf3 Bg7 d4 c6 Bd3 d6 h3 Nd7,10,,B06,Modern Defense,2,1683,advanced
1580,1575,white,600+0,e4 c5 Nc3 e6 Nf3 Nc6 d3 e5 Nd5 d6,10,1304.27,B23,Sicilian Defense: Closed,4,1577,intermediate
1409,1420,white,600+5,e4 e6 d4 c6 Nc3 a6 Bf4 d6 Qf3 Qc7,10,,C00,French Defense: Normal Variation,3,1414,intermediate
1550,1523,white,180+0,c4 e6 Nf3 Bb4 a3 Bd6 b4 Be7 Nc3 Nf6,10,,A13,English Opening: Agincourt Defense,3,1536,intermediate
1989,2057,white,180+0,c4 e5 g3 Nf6 Bg2 d5 cxd5 Nxd5 Nc3 Be6,10,,A20,English Opening: King's English Variation,2,2023,expert
1774,1785,black,180+0,e4 c5 Na3 d6 b3 e6 f3 Nf6 g3 Be7,10,,B20,Sicilian Defense: Kronberger Variation,3,1779,advanced
1441,1569,white,300+0,e4 c5 d3 Nc6 Be3 e5 g3 Nf6 Nf3 d5,10,,B20,Sicilian Defense,2,1505,intermediate
1851,1880,black,300+2,e4 e6 d3 g6 Nf3 Bg7 g3 d6 Bg2 Ne7,10,,C00,French Defense: King's Indian Attack,3,1865,advanced
1698,1813,black,300+8,e4 e6 a3 b6 Nc3 Bb7 Bc4 Nf6 f3 d5,10,,C00,French Defense,2,1755,advanced
1649,1823,black,180+0,e4 e5 Nf3 Nc6 d4 exd4 Bc4 Bc5 O-O Qe7,10,51.2,C44,Scotch Game: Haxo Gambit,8,1736,advanced
1348,1625,black,30+0,e4 g6 Nf3 Bg7 d4 c6 Nc3 c5 dxc5 d6,10,,B06,Modern Defense,2,1486,intermediate
1691,1835,black,480+0,d4 c6 c4 d5 Nc3 dxc4 Nf3 b5 e4 Bg4,10,,A40,Queen's Pawn Game,1,1763,advanced
1682,1605,white,120+3,e4 c5 Nf3 d6 d4 Bg4 dxc5 Qa5+ Bd2 Qxc5,10,,B50,Sicilian Defense,5,1643,advanced
2593,1734,white,60+0,Nf3 b6 d4 Bb7 Nc3 d6 e4 Nd7 Bc4 g6,10,,A04,Zukertort Opening: Queenside Fianchetto Variation,2,2163,expert
2161,1668,white,60+0,Nf3 g6 e4 Bg7 d4 f6 Nc3 d6 Bc4 Be6,10,,A04,Zukertort Opening: Kingside Fianchetto,2,1914,expert
1439,1833,black,600+0,e4 e5 Nf3 d6 Bc4 Bg4 O-O Nc6 d3 Nd4,10,,C41,Philidor Defense,5,1636,advanced
2033,1536,white,600+0,e4 e5 f4 d6 Nf3 Nf6 Bc4 h6 d3 Bg4,10,,C30,King's Gambit,3,1784,advanced
1838,1768,black,600+0,Nf3 e6 d4 d5 Bf4 Nf6 e3 c5 c3 Nc6,10,,A04,Zukertort Opening: Queen's Gambit Invitation,2,1803,advanced
2186,1986,white,60+0,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 Be2 Bd6,10,,C00,French Defense: Knight Variation,3,2086,expert
1529,1724,white,60+0,d4 e6 e3 d5 c4 dxc4 Bxc4 a6 a3 Nf6,10,,A40,Horwitz Defense,2,1626,advanced
2254,2627,black,60+0,g3 h5 h4 e5 d4 exd4 Nf3 d5 Nxd4 Nf6,10,2517.6,A00,Lasker Simul Special,2,2440,master
1535,1510,white,480+0,e4 e5 Qh5 Nc6 Bc4 Nh6 d3 g6 Qf3 Nd4,10,,C20,King's Pawn Game: Wayward Queen Attack,3,1522,intermediate
1396,1610,black,300+8,e4 d5 e5 Bf5 d4 e6 Bd3 Bg6 Bxg6 hxg6,10,,B01,Scandinavian Defense,2,1503,intermediate
1586,1326,white,60+0,e4 e5 f4 Nc6 Bc4 h6 d3 Bc5 Nf3 d6,10,,C30,King's Gambit Declined: Queen's Knight Defense,4,1456,intermediate
2144,2694,white,60+0,f4 d5 e3 g6 d4 Bg7 Nf3 Nf6 Bd3 O-O,10,5251.6,A03,Bird Opening: Dutch Variation,2,2419,master
1445,1981,black,30+0,d4 Nf6 Bf4 d6 e3 Bg4 Nf3 Bxf3 Be2 Nc6,10,,A45,Indian Defense: Accelerated London System,3,1713,advanced
1436,1446,white,600+0,e4 e5 Nf3 d6 Be2 Nf6 Nc3 c6 O-O h6,10,,C41,Philidor Defense,4,1441,intermediate
1603,1621,black,600+0,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Ne5 Nc3 Nf6,10,,C45,Scotch Game,7,1612,advanced
1733,1642,black,180+0,d4 e6 Bf4 d5 e3 Bd6 Bg3 Bxg3 hxg3 Nf6,10,,A40,Horwitz Defense,2,1687,advanced
1247,1223,white,300+0,e4 Nf6 Nc3 e5 Nf3 Bb4 Bc4 d6 Ng5 Be6,10,,B02,Alekhine Defense,2,1235,novice
1751,1700,white,840+8,e4 c5 Nf3 e6 Nc3 Nc6 Bc4 a6 a3 b5,10,56.13,B40,Sicilian Defense: French Variation,4,1725,advanced
1394,1372,white,180+0,e4 e5 Nc3 Nf6 Nf3 Bb4 Nd5 Nxd5 exd5 Bd6,10,,C26,Vienna Game: Falkbeer Variation,4,1383,intermediate
2023,1895,white,600+0,c4 e5 g3 Bc5 Bg2 Nf6 e3 d6 Ne2 O-O,10,,A20,English Opening: King's English Variation,2,1959,expert
1852,1646,black,300+0,e4 d5 exd5 Qxd5 Nc3 Qa5 d4 c5 Bd2 cxd4,10,,B01,Scandinavian Defense: Main Line,6,1749,advanced
1513,1680,black,600+0,d4 Nf6 d5 g6 c3 Bg7 f3 c6 e4 cxd5,10,4726.66,A45,Indian Defense: Pawn Push Variation,3,1596,intermediate
1653,1591,draw,180+0,d4 d5 c4 e6 cxd5 exd5 Nc3 Nf6 Nf3 Bb4,10,,D30,Queen's Gambit Declined,4,1622,advanced
1570,1563,white,180+0,e4 e5 Nf3 d6 d4 Nc6 d5 Nce7 c4 c6,10,,C41,Philidor Defense,5,1566,intermediate
1492,1667,black,120+0,d4 d5 Nf3 e6 c4 Nf6 Nc3 a6 e3 c6,10,,D02,Queen's Pawn Game: Zukertort Variation,3,1579,intermediate
1363,1412,black,600+0,e4 e5 d4 Qh4 Nc3 d6 d5 Bg4 Nf3 Bxf3,10,,C20,Center Game,3,1387,intermediate
1557,1645,black,180+5,d4 d6 e4 e6 Nf3 c6 Nc3 Ne7 Bd3 Nd7,10,,A41,Queen's Pawn Game,2,1601,advanced
1543,1749,black,600+0,e4 c5 Nf3 Nc6 Bc4 Nf6 d3 h6 h3 d6,10,,B30,Sicilian Defense: Old Sicilian,4,1646,advanced
1724,1680,draw,2100+0,e4 e5 Bc4 Nf6 Nf3 Nc6 Ng5 d5 exd5 Nxd5,10,,C24,Bishop's Opening: Berlin Defense,4,1702,advanced
1500,1785,black,600+0,e4 e6 d4 d5 e5 c5 c3 a6 a3 Bd7,10,,C02,French Defense: Advance Variation,7,1642,advanced
1848,1724,black,600+0,e4 e5 Bc4 Nc6 c3 Nf6 d3 d6 Qb3 Qd7,10,,C23,Bishop's Opening,3,1786,advanced
1314,1236,white,600+0,e4 e6 Nf3 Nf6 Nc3 Bc5 d4 Bb6 Bf4 g5,10,,C00,French Defense: Knight Variation,3,1275,novice
1854,1946,black,300+0,d4 Nf6 Nf3 g6 Bg5 Bg7 Nbd2 d6 e3 O-O,10,,A48,Torre Attack: Fianchetto Defense,5,1900,expert
1813,1676,white,300+0,e4 e6 Nf3 d5 exd5 exd5 Nc3 Nf6 d4 Bd6,10,,C00,French Defense: Knight Variation,3,1744,advanced
1562,1728,white,900+0,d4 d5 Nf3 Nc6 e3 Nf6 a3 Bg4 Nbd2 e6,10,,D02,Queen's Pawn Game: Chigorin Variation,4,1645,advanced
1604,1391,white,300+0,e4 d5 exd5 Qxd5 Nc3 Qd8 Nf3 Nf6 Be2 Nc6,10,,B01,Scandinavian Defense: Valencian Variation,6,1497,intermediate
1817,1799,black,1080+0,e4 e5 Nf3 d6 d4 Bg4 dxe5 Bxf3 gxf3 Qe7,10,1672.26,C41,Philidor Defense,5,1808,advanced
1386,1561,black,300+0,e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d3 Nd4,10,,C50,Italian Game: Giuoco Piano,6,1473,intermediate
1624,1350,white,540+0,Nf3 d5 e4 dxe4 Ng5 f5 Bc4 Nh6 c3 e6,10,,A06,Zukertort Opening,2,1487,intermediate
1691,1463,white,300+1,d4 Nf6 c4 g6 Nc3 Bg7 e4 O-O Bd3 d6,10,,E70,King's Indian Defense: Normal Variation,7,1577,intermediate
1843,1657,white,300+0,e4 e5 Nf3 d6 d4 Qe7 d5 h6 h3 Nf6,10,,C41,Philidor Defense,5,1750,advanced
1500,1661,white,240+0,e4 e6 Bc4 d5 exd5 exd5 Bb3 Nf6 d3 h6,10,1783.7,C00,French Defense,2,1580,intermediate
2092,1634,white,300+0,e4 e5 Nf3 Nf6 Bc4 Nc6 d3 Bc5 c3 O-O,10,,C42,Petrov's Defense: Italian Variation,5,1863,advanced
1869,1678,white,300+0,c4 e5 Nc3 Nf6 g3 Bc5 Bg2 O-O Nf3 c6,10,,A22,English Opening: Carls-Bremen System,5,1773,advanced
1299,1266,black,60+0,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 d6,10,,C45,Scotch Game,7,1282,novice
1941,1754,white,60+0,d4 d5 c4 c6 Nf3 Nf6 Nc3 Bg4 Ne5 Bf5,10,,D15,Slav Defense: Three Knights Variation,7,1847,advanced
1812,1888,black,300+0,d4 c6 e4 d5 f3 g6 Nc3 Bg7 e5 Bf5,10,,A40,Queen's Pawn Game,1,1850,advanced
2075,1903,white,30+0,d4 e5 Nf3 exd4 c3 d5 cxd4 c5 e3 cxd4,10,,A40,Englund Gambit Declined: Reversed Alekhine,3,1989,expert
2082,1987,white,30+0,g3 d5 Bg2 c6 Nf3 e6 O-O f6 e4 e5,10,,A00,Hungarian Opening: Slav Formation,4,2034,expert
2061,2000,white,180+0,e4 c5 Nf3 Nc6 Bb5 g6 Bxc6 dxc6 O-O Bg7,10,10827.78,B31,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",6,2030,expert
1386,1849,black,180+0,e3 d5 h3 e6 Ne2 Bd6 g3 f5 Bg2 Nf6,10,,A00,Van't Kruijs Opening,1,1617,advanced
1511,1829,black,60+0,Nf3 c5 c4 Nc6 d3 e6 g3 d5 Bg2 Nf6,10,,A04,Zukertort Opening: Sicilian Invitation,2,1670,advanced
2116,2208,draw,60+0,e4 c6 Nc3 d5 Nf3 dxe4 Nxe4 Nf6 Ng3 g6,10,,B10,Caro-Kann Defense: Two Knights Attack,5,2162,expert
2162,1902,black,60+0,d4 Nf6 Nf3 d5 e3 e6 Be2 c5 O-O Nc6,10,,A46,Indian Defense: Knights Variation,3,2032,expert
1717,1831,white,60+0,Nf3 Nf6 c4 g6 Nc3 Bg7 d4 d6 Bg5 O-O,10,,A05,Zukertort Opening,2,1774,advanced
1718,1729,black,60+0,e4 f5 exf5 Nf6 Nc3 d5 Nf3 c5 d4 c4,10,,B00,Duras Gambit,2,1723,advanced
1465,1397,black,60+0,e4 g6 d4 Bg7 f4 b6 Nf3 Bb7 Nc3 e6,10,,B06,Modern Defense: Three Pawns Attack,5,1431,intermediate
1981,1997,white,120+0,d4 d6 c4 Nf6 Nc3 c6 Nf3 Bg4 Bg5 Bxf3,10,,A41,Old Indian Defense,3,1989,expert
1561,1587,white,300+0,e4 e5 Nf3 Nc6 Bc4 Bc5 d3 h6 Be3 Bxe3,10,,C50,Italian Game: Giuoco Pianissimo,7,1574,intermediate
1593,1497,white,300+5,e4 a6 d4 b5 e5 Bb7 Nf3 e6 c3 h6,10,,B00,St. George Defense,2,1545,intermediate
1699,1673,black,300+5,e4 e6 Nf3 c5 d4 a6 g3 Nf6 Bg2 Nxe4,10,,C00,French Defense: Knight Variation,3,1686,advanced
1115,1332,black,300+3,e4 e5 Nf3 Nc6 Bc4 d6 d3 Nf6 O-O Be7,10,,C50,Italian Game: Paris Defense,6,1223,novice
1513,1503,black,1200+0,e4 b6 d4 Bb7 e5 e6 a3 a6 Nf3 h6,10,,B00,Owen Defense,2,1508,intermediate
2527,1940,white,60+0,d4 d5 c4 e5 Nc3 dxc4 d5 c6 e4 cxd5,10,5329.74,D08,Queen's Gambit Declined: Albin Countergambit,4,2233,master
1612,1604,white,600+0,e4 e5 f4 Nc6 Qh5 d6 Bc4 Nh6 f5 Qf6,10,,C30,King's Gambit Declined: Queen's Knight Defense,4,1608,advanced
