white_elo,black_elo,result,time_control,opening_moves,num_opening_moves,post_opening_acpl
1464,1411,white,180+2,e4 c5 Nf3 d6 Nc3 Nf6 Bc4 e6 d3 d5,10,
1300,1349,white,840+0,e3 e5 Nf3 Nc6 d3 Nf6 e4 d6 Be3 Bg4,10,
1632,1661,black,600+0,f3 e5 Kf2 d5 e3 Nc6 d4 exd4 exd4 Qf6,10,
1691,1941,black,30+0,e4 c5 c4 Nc6 Nf3 Nd4 Nxd4 cxd4 Qe2 e5,10,
2024,1676,white,600+0,e4 e5 Nf3 d6 h3 Nc6 c3 Qe7 Bb5 Bd7,10,
1763,1662,black,120+0,e4 c5 c4 d6 g3 e5 Bg2 Nc6 d3 Nd4,10,
1489,1351,black,120+3,e4 e5 c4 d6 d3 Nf6 Bg5 Nc6 Nc3 Be7,10,
1994,1824,white,300+0,e4 d5 exd5 Qxd5 Nc3 Qa5 Bc4 c6 Nf3 e6,10,
966,1057,white,600+0,d4 d5 c4 Nf6 Nf3 Nc6 Nc3 dxc4 e3 Bg4,10,5676.02
1869,1898,black,300+3,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 Nc3 Nxc3,10,
1361,1710,black,300+0,d4 e6 c4 Ne7 e3 g6 Nf3 Bg7 Nc3 d5,10,
1319,1397,draw,300+3,e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Bc5 a3 O-O,10,
1648,1648,black,300+3,e4 e5 Nf3 Nf6 Nc3 Bb4 d3 d5 Bd2 Bg4,10,
1594,1820,black,60+0,e4 Nf6 e5 Nd5 d4 d6 Bc4 Nb6 Bb5+ c6,10,5601.57
1156,1220,black,300+3,e4 e5 Nf3 d6 Bc4 Nf6 d3 Bg4 O-O h5,10,
1408,1449,white,600+10,e4 e5 Qh5 Nc6 Bc4 g6 Qf3 Nd4 Qxf7#,9,
1740,1523,white,300+0,b4 e5 Bb2 Nc6 b5 Nd4 e3 Ne6 Bxe5 d6,10,
1440,1114,white,-,e4 e5 Nf3 Nc6 c3 Bc5 Bb5 Nf6 d3 O-O,10,
1558,1511,white,300+0,c3 c6 d3 d5 Qc2 Bf5 Nf3 e6 Bg5 Qb6,10,
1746,2005,draw,180+0,e4 c5 Nf3 d6 d3 g6 g3 Bg7 Bg2 e6,10,
1349,1974,black,-,e4 e6 d4 Ne7 Bg5 h6 Bh4 g5 Bg3 Bg7,10,
1662,1845,black,300+2,e4 d5 Nf3 dxe4 Ng5 e5 Nxe4 f5 Ng3 Bc5,10,64.88
2011,2114,black,180+0,e4 Nf6 Nc3 d5 exd5 Nxd5 Bc4 c6 Qf3 e6,10,
1655,1514,black,60+0,c4 e5 Nc3 d6 g3 Nf6 Bg2 c6 Nf3 Be6,10,
1929,1169,white,300+0,e4 e5 Nf3 Nc6 Bb5 Bc5 O-O Nf6 c3 Nxe4,10,
1457,1495,white,300+0,e4 c5 Bc4 Nc6 Qf3 e6 Nh3 Ne5 Qc3 Bd6,10,
1532,1575,black,300+0,d4 c5 dxc5 d5 cxd6 Qxd6 Qxd6 exd6 Be3 d5,10,
1258,1444,black,60+0,e4 e5 Nf3 Nc6 Nc3 g6 d4 exd4 Nxd4 Bg7,10,
2117,1987,black,30+0,e4 c5 Nc3 d6 d4 Nc6 dxc5 dxc5 Qxd8+ Nxd8,10,
1511,1483,black,120+5,e4 c5 Bc4 Nc6 Nf3 e6 d4 cxd4 Nxd4 Nf6,10,
1808,1639,black,600+0,e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 Be7 d3 O-O,10,
1723,1989,black,600+0,e4 Nf6 e5 Nd5 d4 d6 f4 Bf5 Nf3 e6,10,
1716,1625,white,600+0,e4 e5 Nf3 d6 Bc4 c5 d3 h6 Nc3 f5,10,
1918,1980,black,180+0,d4 e5 dxe5 d6 exd6 Bxd6 Nf3 Bg4 Nbd2 Nc6,10,
1793,1836,white,300+0,e4 c5 Nc3 a6 a4 Nc6 f4 e6 Bc4 d6,10,32.39
1939,1940,black,600+0,d4 Nf6 e3 d5 Bd3 c5 c3 c4 Bc2 Nc6,10,
1631,1541,white,900+5,e4 c5 c3 Nf6 d4 d6 Bd3 Nc6 Be3 e6,10,9889.37
1963,1408,white,60+0,g3 e5 Bg2 Nf6 Nf3 Nc6 Nxe5 Nxe5 O-O Bd6,10,
1917,1787,white,600+0,d4 d5 c4 c6 e3 e6 Nc3 f5 Nf3 Nf6,10,
1868,2332,white,60+0,d4 e5 dxe5 Nc6 Nf3 Qe7 Bf4 Qb4+ Bd2 Qxb2,10,
2016,1786,white,60+0,c4 e6 Nc3 b6 Nf3 Bb7 g3 Bb4 Bg2 Bxc3,10,
1938,2023,black,60+0,e4 e5 f4 exf4 Nf3 g5 Bc4 Bg7 d4 d6,10,
1807,1661,draw,60+0,e4 c5 f4 e6 Nf3 d5 exd5 exd5 Be2 Nf6,10,
2041,1982,white,900+0,e4 e5 d4 exd4 Qxd4 Nc6 Qd1 Bc5 Be3 Bb6,10,
1495,1590,black,180+1,e3 c6 Nf3 d5 Ne5 Bf5 d3 Nd7 Nxd7 Qxd7,10,
1707,1998,black,60+0,e4 g6 Bc4 Bg7 Qf3 e6 d4 Ne7 Bg5 O-O,10,
1354,1005,white,300+0,d4 Nc6 d5 Ne5 Bf4 d6 e4 Bg4 Be2 Nf6,10,
2179,1972,black,60+0,d4 Nf6 Nf3 e5 e3 e4 Be2 exf3 Bxf3 d6,10,
1305,1325,white,300+0,f4 f5 c4 c5 Nc3 d6 Nf3 Nf6 a3 e6,10,
1799,1764,white,600+4,d4 b6 Nc3 e6 Nf3 Nf6 e4 Bb7 e5 Nd5,10,
1711,1736,white,60+0,Nf3 Nf6 g3 d5 Bg2 c5 d3 Nc6 Nbd2 e6,10,
1598,1672,white,180+0,e4 e6 Nf3 d5 exd5 exd5 d4 c6 Nc3 Bd6,10,
1893,1860,black,180+0,Nf3 e6 c4 Nf6 b3 Be7 Bb2 O-O g3 c6,10,
1886,1761,black,180+0,d4 c5 Nf3 g6 Nc3 cxd4 Qxd4 Nf6 Nd5 Bg7,10,
1536,1534,black,180+0,d4 d5 e3 Nf6 Nc3 Nc6 Bd3 Bg4 f3 Bh5,10,
2003,1872,black,180+0,e4 e5 f4 d6 Nf3 Bg4 fxe5 Bxf3 Qxf3 dxe5,10,
1518,1091,white,1800+0,e4 e5 Qh5 Qe7 b3 Nf6 Qf3 Na6 Ba3 Qe6,10,
1496,1394,black,300+0,e4 e5 Bc4 Qf6 Qf3 Qg6 d3 h6 Nc3 Nc6,10,
2112,2259,black,120+0,e4 e6 d4 d5 exd5 exd5 Bd3 Nf6 c3 Be7,10,
1938,1926,black,600+0,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O d6,10,
1531,1359,white,300+8,d4 Nf6 c4 g6 e3 Bg7 Nf3 d6 Nbd2 O-O,10,3159.62
1797,1714,white,120+3,c4 e5 Nc3 c6 e3 Bb4 Nce2 d6 a3 Ba5,10,
1594,1485,white,300+5,d4 Nf6 c4 g6 g3 Bg7 Nf3 O-O Bg2 Nc6,10,
1586,1816,black,300+0,e4 e5 Nf3 d6 Nc3 Nf6 Nd5 Nxe4 d3 Nf6,10,
1674,1486,draw,120+0,e4 d6 d4 e5 dxe5 Nd7 exd6 Bxd6 Nf3 Ne7,10,
1298,1344,white,600+0,e4 e5 Nf3 Nc6 Bc4 Qe7 d4 exd4 Nxd4 Qxe4+,10,
1800,1893,black,30+0,d4 d5 e4 c6 e5 f6 exf6 exf6 Nf3 Bf5,10,5993.47
1508,1319,white,1200+0,e4 c5 d4 cxd4 Qxd4 Qa5+ Bd2 Nc6 Qe3 Qb5,10,
1697,1711,black,600+0,d4 d6 c4 g6 e4 Bg7 Nf3 e5 Nc3 Nf6,10,
1421,1499,draw,600+0,e4 Nc6 Nf3 e6 Nc3 Bb4 d3 Bxc3+ bxc3 d5,10,
1910,1942,black,180+0,Nf3 Nf6 g3 c5 Bg2 Nc6 d4 b6 Ne5 Bb7,10,
1592,1419,white,900+0,e4 d5 d4 dxe4 Qe2 Nf6 Bg5 Bf5 Bxf6 exf6,10,
1841,1950,white,300+0,e4 c6 d4 d5 e5 Bf5 Bd3 Bxd3 Qxd3 e6,10,
2012,1921,black,1200+0,g4 e5 Bg2 d5 c4 c6 cxd5 cxd5 Qb3 Ne7,10,
1549,1614,white,300+0,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 Nf6,10,
1655,1729,white,300+0,d4 e6 e4 b6 Nd2 Bb7 Bd3 Nc6 Ne2 Qe7,10,
1777,1708,black,60+0,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6,10,188.93
1833,1812,white,300+0,d4 d5 c4 e6 cxd5 exd5 Nc3 Nf6 Bg5 Be7,10,40.44
1689,1706,black,300+0,e4 c6 d4 d5 e5 Bf5 Nf3 e6 Bd3 Bxd3,10,
1542,1393,white,300+3,e4 e5 Nf3 d6 d4 exd4 Nxd4 Bd7 Nc3 Nc6,10,
1753,1759,white,300+0,c4 e6 Nc3 Nf6 d4 Be7 e4 O-O Be3 d6,10,
1340,1333,draw,360+5,e4 c5 d4 cxd4 Qxd4 Nc6 Qd1 e6 Nc3 Nf6,10,4003.33
1794,1841,white,1200+0,d4 Nf6 c4 d5 Nd2 e6 e3 Be7 Ngf3 b6,10,
1414,1270,black,180+0,e4 e5 d4 Nc6 c3 exd4 Bc4 dxc3 Nf3 cxb2,10,
1370,1337,black,300+0,e4 g6 Bd3 c6 e5 Bg7 e6 dxe6 Nf3 Qb6,10,
1573,1448,white,120+2,e4 d5 exd5 Qxd5 Nc3 Qd8 d4 e6 Nf3 Nc6,10,
1472,1444,black,180+0,e4 c6 Nf3 d5 exd5 cxd5 d4 e6 Nc3 Be7,10,
1371,1202,white,90+2,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 b5 Bb3 Na5,10,
1924,1716,white,180+0,e4 e6 d4 c6 f4 d6 Nf3 h6 c4 Be7,10,
1151,1327,black,300+1,e4 e5 f3 Bc5 c3 Nf6 Qb3 O-O Bc4 Qe7,10,
1347,1322,white,240+1,e4 e5 Nc3 c6 Nf3 d5 exd5 cxd5 Nxe5 f6,10,
1441,1300,black,120+1,d4 d5 c4 dxc4 Nc3 a6 e4 b5 a3 e6,10,
1897,1673,white,60+0,d4 c6 Bf4 e6 Nf3 Qa5+ c3 Qb6 Qb3 Qd8,10,
2623,2119,white,60+0,e4 d6 d4 c6 Bd3 Nd7 f4 e5 c3 exf4,10,
1345,1372,black,300+0,e4 b6 Nc3 Bb7 d3 g6 Bg5 Bg7 Nf3 h6,10,2235.3
1706,1817,black,240+0,e4 e6 d4 d6 Nf3 Nd7 Nc3 Ne7 Bd3 Ng6,10,
1813,1821,white,180+2,d4 d5 c4 e6 Nc3 g6 Nf3 Bg7 e3 Ne7,10,
1330,1583,black,60+0,e4 e5 Nf3 Nc6 Bc4 f5 d3 Nf6 Ng5 d5,10,
1774,1509,white,600+8,e4 e5 Bb5 Bc5 Nf3 Qf6 d3 Ne7 Bg5 Qg6,10,
1861,2050,white,600+0,e4 e6 b3 d5 exd5 exd5 Nf3 Nf6 Bb2 Bd6,10,
1739,1706,white,60+0,e4 e6 d4 c5 d5 exd5 exd5 d6 c4 Nf6,10,
1746,1764,white,60+0,d4 Nf6 c4 d6 Nc3 Na6 e4 c5 d5 Bd7,10,
2197,2189,black,30+0,d4 d6 Nc3 Bg4 h3 Bc8 e4 c6 Be3 Nf6,10,5738.4
1723,1977,black,300+0,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 Bd7,10,
2078,2074,white,300+0,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6,10,
1999,1985,white,180+2,c4 Nf6 Nc3 e6 g3 d5 cxd5 exd5 Bg2 c6,10,
1982,1950,white,300+0,d4 c6 c4 d5 Nc3 e6 Nf3 Nf6 Bg5 dxc4,10,
1815,1831,black,300+8,e4 e5 f4 Bc5 Nf3 d6 c3 Nc6 Bb5 Bd7,10,
2013,1198,white,300+0,e4 e6 b3 d6 Bb2 Nd7 Nc3 Ne7 g3 b6,10,
1192,1373,black,300+0,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 c3 Qe7,10,
1805,1943,white,300+0,d4 d5 Nf3 Nf6 Bg5 Nc6 Nbd2 e6 e3 Be7,10,
1612,1689,black,540+0,e4 e5 Nf3 Nc6 Bc4 Bc5 d3 d6 Ng5 Qf6,10,
1882,2211,black,60+1,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6,10,
2217,2446,white,300+0,e4 c5 Nf3 g6 d4 cxd4 Nxd4 Bg7 Nc3 Nc6,10,
1810,1627,white,300+0,e4 c5 Nf3 d6 Bc4 e6 Nc3 Ne7 d3 Nbc6,10,
1487,1550,black,480+1,e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d4 exd4,10,
1625,1243,white,780+0,e4 c5 Bc4 Nc6 d3 a6 a4 b5 axb5 Nd4,10,
2084,2209,black,30+0,c4 a5 Nc3 a4 d3 Nf6 e4 e6 e5 Ng8,10,
1617,2047,black,120+0,e4 d5 Nc3 dxe4 Nxe4 e5 Bc4 Nf6 Ng5 Bg4,10,
1826,1921,black,300+0,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nf6 Nxc6 bxc6,10,
1628,1551,white,300+1,d4 f5 c4 e6 e3 Nf6 Nc3 d6 Nf3 Nc6,10,
1902,1774,draw,30+0,c4 d5 Nc3 d4 d3 dxc3 bxc3 b6 g3 Bb7,10,
1093,1224,black,360+2,e4 g6 b3 Bg7 Nc3 c5 Bb2 Nc6 Qe2 d6,10,
1625,1595,black,60+2,e4 e5 Nf3 Nf6 Nc3 Nc6 Bc4 Be7 d4 exd4,10,
1783,1880,white,180+0,e4 c6 Nf3 d5 exd5 cxd5 d4 Bg4 Nc3 e6,10,
1654,1697,white,300+0,e4 d6 d4 Nf6 Bd3 e5 d5 Be7 c4 c6,10,2630.97
2052,1794,draw,180+0,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O b5,10,
1542,1555,white,180+0,e4 e5 f4 Nc6 Nf3 exf4 d4 Nf6 Nc3 d5,10,
1921,1801,black,180+0,e4 e6 d4 c5 d5 Nf6 Bg5 Be7 Bxf6 Bxf6,10,
1615,1582,black,180+0,d4 Nf6 b3 e6 Bb2 d5 Nc3 Nc6 e3 Bb4,10,
1206,1143,black,180+5,e4 e5 d4 Nf6 dxe5 Nxe4 Qd4 Qh4 Nf3 Qxf2+,10,5972.26
2225,1925,white,180+0,e4 e6 d4 b6 Nc3 Bb7 Nf3 Bb4 Bd3 Ne7,10,
1620,1490,black,360+0,e4 d5 e5 c5 f4 e6 Nf3 Bd7 d3 Ne7,10,
1560,1631,black,60+2,d4 d5 c4 c6 e3 Nf6 cxd5 cxd5 Nf3 Bf5,10,
1781,2022,black,60+0,e3 Nf6 b3 g6 Bb2 Bg7 Nc3 O-O Be2 c5,10,
2579,2296,white,180+0,Nf3 Nf6 c4 g6 Nc3 d5 cxd5 Nxd5 Qb3 Nb6,10,
1784,1746,white,180+0,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 Nc3 Bg7,10,
1665,2176,black,240+2,e4 c5 Nf3 Nc6 Nc3 g6 Be2 Bg7 d3 e5,10,
1866,1710,black,300+0,e4 d5 exd5 Qxd5 Nc3 Qd8 d4 Bf5 Bf4 c6,10,
1312,1594,black,300+0,e3 e5 Qh5 Nc6 Nc3 Nf6 Qf3 Bb4 Bb5 Bxc3,10,
2060,1935,white,60+0,d4 d5 e4 g6 Nc3 Bg7 e5 c6 f4 Bf5,10,
2288,2071,black,60+0,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nb3 a6,10,
1367,1191,white,360+0,Nc3 d6 Nf3 e5 e4 f5 exf5 Bxf5 Bb5+ c6,10,
2027,1964,white,60+0,e3 c6 d4 d5 c4 Bg4 Qxg4 Nf6 Qd1 dxc4,10,
1996,2018,white,300+0,e4 e5 Nf3 Nc6 d4 exd4 c3 dxc3 Nxc3 d6,10,
1407,1501,black,60+0,e4 b6 d4 Bb7 Nc3 e6 g3 d5 Bg2 dxe4,10,
1949,1943,black,300+3,d4 Nf6 c4 c5 Nf3 cxd4 Nxd4 Nc6 Nxc6 bxc6,10,
2727,2230,black,60+0,Nh3 d5 g3 Nf6 Bg2 e5 O-O Be7 d4 e4,10,
1435,1748,black,360+0,e4 c5 Nf3 e6 d4 Qb6 Be3 Nf6 b3 Nxe4,10,
1500,1636,black,360+0,e4 d6 Nf3 g6 Bc4 Bg7 Ng5 e6 d4 h6,10,
1330,1265,black,300+3,e4 d5 exd5 Qxd5 Nc3 Qd8 d4 a6 Bc4 Nf6,10,
1194,1201,black,300+3,e4 e5 Nf3 d6 Bc4 Nf6 Nc3 b6 d4 exd4,10,
1667,1594,white,600+0,e4 c6 Nc3 d5 exd5 cxd5 Qf3 Nf6 d4 Bg4,10,
1447,1979,black,30+0,d4 d6 Bf4 Nf6 e3 Bg4 Nf3 Bxf3 Qxf3 Nc6,10,
1625,1870,white,300+0,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Nxc6 Qf6,10,
1659,1549,white,120+1,e4 c6 d4 d5 exd5 cxd5 Nf3 Nc6 Bd3 Bg4,10,30.21
1656,1566,white,600+0,d4 d5 c4 c6 Nc3 e6 e3 Bb4 Bd2 Nf6,10,
1738,1677,black,300+0,b4 e5 Bb2 Bxb4 Bxe5 Nf6 Nc3 Qe7 f4 d6,10,7444.45
1235,1797,black,360+0,b3 e6 Bb2 d5 e3 Nf6 Nf3 c5 Ne5 Bd6,10,2589.03
1729,1508,white,60+0,d4 d5 c4 e6 Nf3 c6 Nc3 Bb4 e3 a6,10,
2307,1980,white,180+0,Nf3 Nf6 b3 g6 Bb2 Bg7 g3 d5 Bg2 c6,10,
2277,2168,black,30+0,Nf3 e5 g3 e4 Nd4 Nf6 Nb3 h5 Bg2 h4,10,
1836,1772,white,180+0,e4 d5 exd5 Nf6 d6 Qxd6 Nf3 Nc6 d4 Bg4,10,
1838,1919,white,180+0,e4 c5 Qf3 Nc6 c3 d6 h4 Nf6 d3 Bg4,10,
1213,1255,white,600+0,e4 e5 Nf3 Nf6 Nc3 Bd6 d4 Nc6 d5 Nd4,10,
1757,1707,black,180+15,e4 c5 Nf3 d6 h3 Nc6 a3 g6 Bc4 Bg7,10,2326.34
1181,1423,black,180+0,c3 e5 b4 Qf6 Na3 Nh6 Nc4 Ng4 Ba3 Qxf2#,10,
1410,1638,black,900+0,e4 e5 f3 Nc6 Nc3 Nf6 Bb5 Bc5 Nge2 O-O,10,
1966,1950,white,60+0,d4 c6 Nf3 g6 Bf4 Bg7 e3 d5 Bd3 e6,10,7056.27
1546,1439,white,600+0,e4 e5 Nf3 d6 Bc4 a6 Ng5 Be6 Bxe6 fxe6,10,
1685,1838,black,180+0,e4 e6 Nf3 Ne7 Nc3 Ng6 d4 Be7 e5 O-O,10,
1446,1493,black,600+0,e4 c5 Qh5 e6 Nf3 Nf6 Qg5 h6 Qh4 Be7,10,
1981,2188,white,60+0,g3 d5 Bg2 c6 c3 e5 d4 e4 Nd2 Nf6,10,4970.34
1732,1770,black,540+0,e4 e5 Bc4 d6 d4 exd4 Qxd4 Nf6 e5 dxe5,10,
1584,1428,white,480+8,e4 c5 Nf3 d6 Bc4 Nf6 O-O Nc6 Re1 e5,10,
1996,2089,black,180+0,e4 e5 Nf3 Nc6 Bb5 f5 exf5 e4 Ng1 d5,10,
1848,1880,draw,600+0,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nxd4 Qxd4 a6,10,
1777,1982,black,180+0,e4 e6 d4 d5 exd5 exd5 Nf3 c6 Bd3 Bd6,10,
1101,1243,black,300+0,d4 d5 Nf3 Nc6 Nc3 Bg4 Nh4 g5 f3 Bxf3,10,
1800,1627,white,30+0,e3 e6 d3 Be7 Be2 Nf6 Bd2 O-O c4,9,
1630,1631,black,480+0,b4 e6 Bb2 d5 Nf3 Bxb4 Bxg7 f6 Bxh8 Nh6,10,
1630,1613,draw,300+0,e4 e6 Bc4 Bc5 Nf3 Nc6 c3 Nge7 a4 a5,10,
1816,1582,white,300+8,e4 g6 d4 d6 Nf3 Bg7 Bc4 Nd7 Ng5 e6,10,
1292,1038,white,900+0,e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 d6 Ng5 Rg8,10,
1297,1396,black,300+0,d4 d5 e3 Bf5 Bd3 Bxd3 Qxd3 e6 Nc3 Nc6,10,
1439,1286,black,120+0,Nf3 d5 d4 Bf5 Nc3 Nc6 Bf4 a6 Qd2 Nf6,10,
1647,1983,black,180+0,c4 e5 Nc3 f5 d4 exd4 Qxd4 Nc6 Qd1 Nf6,10,
2082,2199,white,60+0,e4 d5 exd5 Qxd5 Nc3 Qd6 d4 Nf6 Bc4 Nc6,10,
2052,1999,white,180+0,e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6,10,
1876,1910,black,180+2,d4 Nf6 c4 g6 Nc3 d5 cxd5 Nxd5 e4 Nxc3,10,
1624,1594,white,180+0,e4 Nf6 e5 Nd5 d4 d6 c4 Nb6 f4 dxe5,10,
1627,1834,black,180+0,e4 d5 exd5 Qxd5 Nc3 Qa5 d4 Nf6 Bd2 c6,10,
1139,1073,white,600+0,e4 Nc6 Bb5 e5 Nf3 a6 Ba4 Bc5 b3 Qf6,10,16525.1
1684,1765,black,180+0,e4 a6 d3 b6 g4 h6 g5 Bb7 h4 e6,10,
1765,1851,black,120+1,d4 e6 c4 b6 Nc3 Bb7 e4 Bb4 f3 Ne7,10,
1464,1446,black,420+0,d4 e6 e3 c5 c4 cxd4 Qxd4 Nc6 Qd2 Bb4,10,
1906,1799,black,300+5,e4 e5 Bc4 Be7 Nf3 d6 O-O Nf6 d3 a6,10,
1523,1482,white,300+0,e4 e6 Nf3 Nc6 Nc3 Nf6 e5 Nd5 Nxd5 exd5,10,
1445,1492,black,420+7,e4 e5 d4 exd4 Qxd4 Nc6 Qe3 Bb4+ Bd2 Nf6,10,
2023,1970,black,300+0,e4 c5 Bc4 e6 Bb3 b5 c3 Bb7 Qe2 a6,10,
1888,1828,black,180+0,e4 d5 exd5 Qxd5 d4 Qd8 Nf3 Nf6 c4 Bg4,10,
1544,1506,white,300+0,e4 e6 d4 d5 exd5 exd5 Nc3 c6 Nf3 Bg4,10,
1647,1731,black,60+0,e4 e5 Nf3 Nc6 Bc4 Nd4 Nxe5 Qg5 Bxf7+ Ke7,10,
1193,1073,white,300+0,e4 e5 Nf3 Nf6 Bc4 Bc5 O-O O-O d3 d6,10,
1532,1544,black,900+0,h3 d5 a3 e5 d4 exd4 Qxd4 Nc6 Qe3+ Be6,10,
1920,1939,draw,180+0,e4 e5 Nf3 f5 Nc3 Be7 Nxe5 Nf6 d4 O-O,10,
1387,1331,white,300+0,e4 d5 exd5 Qxd5 Nc3 Qe5+ Be2 Nc6 Nf3 Qc5,10,
1264,1265,black,600+0,e4 d5 Bb5+ Bd7 Bxd7+ Nxd7 exd5 Nb6 Nh3 Nxd5,10,
1945,1687,black,30+0,g3 e5 d4 d6 dxe5 dxe5 Bg2 Qxd1+ Kxd1 Nf6,10,
1760,1594,white,600+0,e4 e5 Nf3 Nc6 c3 Nf6 Qa4 a6 Bd3 Bc5,10,
1971,2066,black,30+0,e4 d5 exd5 Qxd5 Nc3 Qd8 Nf3 Nf6 Bc4 e6,10,
1727,1073,white,60+0,e4 f6 d4 Kf7 d5 e5 Bc4 Qe8 Nf3 b6,10,
1793,1826,black,60+0,e4 e6 e5 Ne7 d4 g6 c3 Bg7 f3 O-O,10,
1554,1435,white,120+0,d4 e6 c4 b6 e4 c5 d5 exd5 exd5 d6,10,
1943,1824,white,300+2,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6,10,
1677,1643,black,300+0,e4 d6 Nf3 Nf6 Nc3 g6 h3 Bg7 d4 O-O,10,
1957,2197,black,60+0,e4 c6 Nf3 d5 e5 Bf5 d4 e6 Bd3 Bxd3,10,
1834,1713,black,60+0,e4 e5 Nf3 d6 Bc4 Nc6 d4 Bg4 dxe5 Nxe5,10,57.72
2065,2003,white,30+0,g3 d5 Bg2 c6 Nf3 e6 O-O f6 e4 e5,10,
2343,2166,white,180+0,d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6,10,
2625,2145,white,60+0,Nf3 c5 Nc3 d6 e4 e5 Bc4 Nc6 d3 Be6,10,
1563,1645,black,300+0,e4 e5 Nf3 Bc5 Bc4 d6 Nc3 Nf6 O-O h5,10,
1737,1806,black,30+0,d3 d6 Bg5 e6 Bxd8 Kxd8 e4 f6 e5 dxe5,10,
1616,1931,black,600+0,e4 d5 Nf3 d4 Be2 c5 O-O Nc6 c3 e5,10,64.14
1396,1598,black,300+0,e4 e5 Nf3 Nc6 Bb5 d6 Bxc6+ bxc6 O-O Nf6,10,
1513,1558,white,1800+0,d4 d5 e3 Nf6 Nc3 Bf5 Nf3 e6 a3 Nc6,10,
2118,2523,black,60+0,e4 d5 exd5 Qxd5 Nc3 Qa5 Nf3 c6 Bc4 Nf6,10,48.51
2187,2229,white,60+0,e4 c5 Nf3 a6 d4 cxd4 Nxd4 Nf6 Nc3 e5,10,
1252,1312,white,60+0,e4 e6 Nf3 d5 Nc3 dxe4 Nxe4 Nf6 Bc4 Nxe4,10,
1611,1500,white,-,g3 c5 Nf3 d6 e4 Nc6 c3 g6 Bb5 Bg7,10,
1074,1255,black,300+8,e4 d6 Nf3 Nf6 Nc3 e5 d4 Nbd7 dxe5 dxe5,10,
1473,1721,black,60+0,c4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 b3 Nf6,10,
1580,1333,white,900+0,e4 e5 Nf3 d6 Bc4 f5 Bxg8 Rxg8 Nc3 f4,10,
1716,1659,black,600+3,d4 e6 e3 g6 Bd3 Bg7 Nf3 Ne7 O-O d6,10,
1586,1722,black,60+0,e4 c6 Nf3 d5 exd5 cxd5 d4 Bf5 Nc3 Nf6,10,
1269,1147,black,300+3,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 Nxe5 Bd6,10,
2064,2172,black,300+0,e4 c5 Nf3 d6 d4 Nf6 Nc3 cxd4 Nxd4 a6,10,
2203,2050,black,60+0,e4 e6 Nf3 c5 c3 d5 exd5 exd5 d4 Nf6,10,2874.23
1295,1259,white,300+0,e4 e5 Nf3 d6 d4 Nf6 dxe5 Nxe4 exd6 Qxd6,10,
1853,1976,black,180+0,d4 d5 c4 c6 Nf3 Nf6 Bf4 e6 Nc3 dxc4,10,
1516,1515,black,120+0,d4 d5 c4 e6 Nc3 c5 e3 Nc6 Nf3 Qb6,10,
1815,1933,black,600+0,e4 e5 Nf3 d6 Bc4 Be7 Nc3 Nf6 d3 O-O,10,
1651,1724,white,300+3,e4 c5 Nf3 d6 c3 Bg4 h3 Bd7 d4 cxd4,10,3467.79
1873,1763,white,300+3,d4 Nf6 c4 e6 Nc3 c5 Nf3 cxd4 Nxd4 Nc6,10,
1604,1825,black,180+2,c4 b5 cxb5 a6 e3 axb5 Bxb5 c6 Bc4 d5,10,
1390,1358,draw,600+0,e4 e5 Nf3 d6 Bb5+ c6 Ba4 b5 Bb3 Qe7,10,
1321,1236,black,180+0,c4 e6 Nc3 d5 e3 Nf6 Nf3 Bb4 Bd3 Bxc3,10,
1722,1536,black,120+1,d4 d5 e3 Nf6 c4 Bf5 cxd5 e6 dxe6 Bxe6,10,
1774,1902,black,60+0,d3 c5 g3 d5 Bg2 Nc6 Nf3 e5 O-O Nf6,10,
